Route Name,Route Link
Shahjahanpur (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi
Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow
Lucknow to Mathura,https://www.redbus.in/bus-tickets/lucknow-to-mathura
Agra to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/agra-to-bareilly
Prayagraj(Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/allahabad-to-varanasi
Varanasi to Prayagraj(Uttar Pradesh),https://www.redbus.in/bus-tickets/varanasi-to-allahabad
Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur
Bareilly (Uttar Pradesh) to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra
Pilibhit to Delhi,https://www.redbus.in/bus-tickets/pilibhit-to-delhi
Varanasi to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/varanasi-to-gorakhpur
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun
Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
Lucknow to Gorakhpur (uttar pradesh),https://www.redbus.in/bus-tickets/lucknow-to-gorakhpur
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly
Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
Kanpur (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/kanpur-to-lucknow
Ballia (Uttar Pradesh) to Lucknow,https://www.redbus.in/bus-tickets/ballia-to-lucknow
Lucknow to Moradabad,https://www.redbus.in/bus-tickets/lucknow-to-moradabad
Agra to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/agra-to-aligarh-uttar-pradesh
Lucknow to Ballia (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-ballia
Varanasi to Kanpur (Uttar Pradesh),https://www.redbus.in/bus-tickets/varanasi-to-kanpur
Lucknow to Jhansi(Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-jhansi
Delhi to Pilibhit,https://www.redbus.in/bus-tickets/delhi-to-pilibhit
Aligarh (uttar pradesh) to Agra,https://www.redbus.in/bus-tickets/aligarh-to-agra
Aligarh (uttar pradesh) to Greater noida (uttar pradesh),https://www.redbus.in/bus-tickets/aligarh-to-greater-noida
Varanasi to Ayodhya,https://www.redbus.in/bus-tickets/varanasi-to-ayodhya
